IDAtributoQuestionario;IDIndicadorEspecificoQuestionario;DSAtributoQuestionario;NOAtributoQuestionario;NRPeso
2151;474;Há monitoramento periódico de ruídos e existe inventário com identificação das fontes e respectivos níveis de ruído para elaboração de mapa de riscos (PPRA).;N3;0,367268642
2152;474;Foi elaborado o mapa de riscos, mas não é feito monitoramento dos ruídos com periodicidade regular.;N2;0,106424822
2153;474;Não atende a nenhuma das opções anteriores.;N1;0
2155;475;A instalação portuária atende todas as opções listadas.;N5;7,964752347
2156;475;Atende três das opções listadas.;N4;4,589011489
2157;475;Atende duas das opções listadas.;N3;2,52059979
2158;475;Atende uma das opções listadas.;N2;0,72946978
2159;475;Não atende nenhuma das opções listadas.;N1;0
2160;476;Já foi realizado levantamento das espécies para caracterização da biota (terrestre e/ou aquática) existente na área de influência direta da instalação portuária E há monitoramento de espécies ou grupo de espécies indicadoras de alterações da qualidade ambiental decorrentes da operação da instalação portuária (uso de bioindicadores).;N3;0,978458281
2161;476;Foi realizada a caracterização da biota OU são utilizados bioindicadores.;N2;0,25785511
2162;476;Não atende a nenhuma das opções anteriores.;N1;0
2164;477;Atende todas as opções listadas.;N5;2,935374843
2165;477;Atende três das opções listadas.;N4;1,691260229
2166;477;Atende duas das opções listadas.;N3;0,928956092
2167;477;Atende uma das opções listadas.;N2;0,268842915
2168;477;Não atende nenhuma das opções listadas.;N1;0
2170;478;Atende todas as opções listadas.;N3;0,978458281
2171;478;Atende duas das opções listadas.;N2;0,356035959
2172;478;Atende uma das opções listadas.;N1;0
2173;479;A instalação portuária possui Licença de Operação válida e vigente.;N3;15,07224371
2174;479;A instalação portuária ainda não possui Licença de Operação, mas existe processo de licenciamento para regularização, o empreendedor já entregou ao órgão ambiental licenciador o estudo ambiental exigido e atualmente aguarda manifestação do mesmo.;N2;2,897060654
2175;479;A instalação portuária não possui Licença de Operação.;N1;0
2180;480;Acima do número mínimo de profissionais no Núcleo Ambiental.;N3;4,23787275
2181;480;Possui o número mínimo de profissionais no Núcleo Ambiental.;N2;2,305298777
2182;480;Abaixo do número mínimo de profissionais no Núcleo Ambiental.;N1;0
2183;481;Mais de 50% dos funcionários participaram de treinamento/capacitação.;N3;2,090917833
2184;481;Menos de 50% dos funcionários participaram de treinamento/capacitação.;N2;0,551023849
2185;481;Não participaram de treinamento/capacitação ou não foi atingido o mínimo de horas/pessoa.;N1;0
2187;482;A auditoria ambiental foi realizada até dois anos atrás.;N3;6,440173894
2188;482;A auditoria ambiental foi realizada há mais de dois anos atrás.;N2;1,697192185
2189;482;Nunca foi realizada auditoria ambiental.;N1;0
2190;483;Existe banco de dados com atualização mínima semestral.;N3;1,965496457
2191;483;Existe banco de dados, mas não há atualização mínima semestral.;N2;0,517971297
2192;483;Não existe banco de dados.;N1;0
2193;484;Atende todos os planos/programas listados abaixo.;N5;13,15768092
2194;484;Atende quatro dos planos/programas listados abaixo.;N4;7,580995149
2195;484;Atende três dos planos/programas listados abaixo.;N3;4,164002384
2196;484;Atende dois dos planos/programas listados abaixo.;N2;1,205075837
2197;484;Atende um dos planos/programas listados abaixo.;N1;0
2199;485;Nenhum acidente ambiental.;N5;4,404092577
2200;485;De um a três acidentes ambientais dentro do limite da área da instalação portuária.;N4;1,62621382
2201;485;Acima de três acidentes ambientais dentro do limite da área da instalação portuária.;N3;0,907212364
2202;485;De um a três acidentes ambientais além dos limites da área da instalação portuária.;N2;0,191263223
2203;485;Acima de três acidentes ambientais além dos limites da área da instalação portuária ou não é realizado o registro de acidentes.;N1;0
2204;486;Atende todas as opções listadas.;N5;7,369944601
2205;486;Atende três das opções listadas.;N4;4,246304088
2206;486;Atende duas das opções listadas.;N3;2,332361385
2207;486;Atende uma das opções listadas.;N2;0,674992973
2208;486;Não há retirada de resíduos dos navios na instalação portuária.;N1;0
2210;487;Atende todas as ações listadas.;N5;3,684972301
2211;487;Atende três das ações listadas.;N4;2,123152044
2212;487;Atende duas das ações listadas.;N3;1,166180692
2213;487;Atende uma das ações listadas.;N2;0,337496487
2214;487;Não atende nenhuma das ações listadas.;N1;0
2217;488;Atende todas as opções listadas.;N3;1,773439708
2218;488;Atende duas das opções listadas.;"N2 ";0
2219;488;Não atende qualquer das opções listadas.;N1;0
2220;489;Sim, utilizada em atividades operacionais e administrativas.;N3;0,53062068
2221;489;Sim, utilizada somente em atividades administrativas.;N2;0,193079303
2222;489;Não há geração de energia limpa e renovável pela instalação portuária.;N1;0
2223;490;Dispõe de sistema OPS.;N3;0,211685277
2224;490;Realizou estudo de viabilidade para implantação de um sistema OPS.;N2;0,087405917
2225;490;Não possui sistema OPS.;N1;0
2227;491;"Atende todas as opções listadas. ";N5;7,179028756
2228;491;Atende três das opções listadas.;N4;3,696632787
2229;491;Atende duas das opções listadas.;N3;1,691036524
2230;491;Atende uma das opções listadas.;N2;0,589402064
2231;491;Não atende nenhuma das opções listadas.;N1;0
2232;492;Mais de 22 dos itens listados.;N5;0,364069808
2233;492;De 18 a 22 dos itens listados.;N4;0,246927647
2234;492;De 12 a 17 dos itens listados.;N3;0,10785806
2235;492;De 7 a 11 dos itens listados.;N2;0,034126117
2236;492;Até 6 dos itens listados.;N1;0
2237;493;Há agenda ambiental local e há ações de implantação.;N3;1,783570522
2238;493;Há agenda ambiental local, mas não há ações de implantação.;N2;0,238245778
2239;493;Não foi elaborada agenda ambiental local.;N1;0
2240;494;Há agenda ambiental institucional e há ações de implantação.;N3;0,958285627
2241;494;Há agenda ambiental institucional, mas não há ações de implantação.;N2;0,128005875
2242;494;Não foi elaborada agenda ambiental institucional.;N1;0
2243;495;A instalação portuária possui duas ou mais certificações voluntárias.;N5;0,677610265
2244;495;A instalação portuária possui uma certificação voluntária.;N4;0,259181098
2245;495;Há certificação voluntária em processo de desenvolvimento.;N3;0,072105206
2246;495;Há planejamento formal para requisição de certificação voluntária.;N2;0,027957791
2247;495;Não atende a nenhuma das opções acima.;N1;0
2248;496;Atende todas as opções listadas.;N3;4,956450125
2249;496;Atende duas das opções listadas;N2;1,306183429
2250;496;Atende uma das opções listadas.;N1;0
2252;497;Realizou quatro ou mais ações de promoção de saúde no último ano.;N5;2,478225063
2253;497;Realizou três ações de promoção de saúde no último ano.;N4;1,427866529
2254;497;Realizou duas ações de promoção de saúde no último ano.;N3;0,78428221
2255;497;Realizou uma ação de promoção de saúde no último ano.;N2;0,226973823
2256;497;Não realizou qualquer ação de promoção de saúde no último ano.;N1;0
2257;498;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água e possui o registro sistematizado das informações na forma de um banco de dados.;N5;2,463109649
2258;498;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água, mas não possui o banco de dados;N4;0,823647994
2259;498;A instalação portuária apenas promove estudos ou levantamentos esporádicos da qualidade da água para atender o licenciamento de obras específicas (dragagens, ampliações, novas estruturas).;N3;0,38227129
2260;498;Não faz monitoramento ou promove estudos, mas possui dados secundários gerados por terceiros sem qualquer vínculo com o porto.;N2;0,132375982
2261;498;A instalação portuária não conhece ou dispõe de qualquer informação sobre a qualidade da água.;N1;0
2262;499;Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende 100% da área da instalação portuária. O sistema de macro drenagem é composto por medidas compensatórias (medidas de remediação).;N5;0,404970051
2263;499;"Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende 100% da área da instalação portuária. O sistema de macro drenagem não é composto por medidas compensatórias (medidas de remediação).  ";N4;0,247696378
2264;499;Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende parcialmente a área da instalação portuária. O sistema de macro drenagem é composto por medidas compensatórias (medidas de remediação).;N3;0,156624752
2265;499;Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende parcialmente a área da instalação portuária. O sistema de macro drenagem não é composto por medidas compensatórias (medidas de remediação).;N2;0,068742829
2266;499;Não há sistema de drenagem pluvial na instalação portuária.;N1;0
2267;500;Há acompanhamento, indicadores de eficiência, metas de desempenho e ações de reuso.;N3;0,998742028
2268;500;Há controle das ações.;N2;0,232161534
2269;500;Não há controle das ações.;N1;0
2270;501;"A instalação portuária nunca teve passivos ambientais. ";N5;2,470679079
2271;501;A instalação portuária teve passivos ambientais, que já foram remediados.;N4;1,36965767
2272;501;"A instalação portuária realizou remediação parcial dos passivos existentes ou a remediação ainda está em curso. ";N3;0,432806917
2273;501;A instalação portuária realizou diagnóstico dos passivos ambientais, mas não tomou medidas de remediação.;N2;0,144366684
2274;501;A instalação portuária possui passivos ambientais, mas não fez diagnóstico e nem adotou medidas de remediação.;N1;0
2275;502;É feito o monitoramento das emissões de materiais particulados E de gases com periodicidade regular e foi elaborado o Inventário de Emissões com identificação das fontes e quantificação dos gases de efeito estufa.;N5;1,101805927
2276;502;É feito o monitoramento das emissões de materiais particulados OU de gases com periodicidade regular e foi elaborado o Inventário de Emissões com identificação das fontes e quantificação dos gases de efeito estufa.;N4;0,368436802
2277;502;É feito apenas o monitoramento das emissões de materiais particulados E de gases com periodicidade regular.;N3;0,170998791
2278;502;É feito apenas o monitoramento das emissões de materiais particulados OU de gases com periodicidade regular.;N2;0,059214839
2279;502;Não atende a nenhuma das opções acima.;N1;0
2280;503;Há monitoramento periódico de ruídos e existe inventário com identificação das fontes e respectivos níveis de ruído para elaboração de mapa de riscos (PPRA).;N3;0,367268642
2281;503;Foi elaborado o mapa de riscos, mas não é feito monitoramento dos ruídos com periodicidade regular.;N2;0,106424822
2282;503;Não atende a nenhuma das opções anteriores.;N1;0
2284;504;A instalação portuária atende todas as opções listadas.;N5;7,964752347
2285;504;Atende três das opções listadas.;N4;4,589011489
2286;504;Atende duas das opções listadas.;N3;2,52059979
2287;504;Atende uma das opções listadas.;N2;0,72946978
2288;504;Não atende nenhuma das opções listadas.;N1;0
2289;505;Já foi realizado levantamento das espécies para caracterização da biota (terrestre e/ou aquática) existente na área de influência direta da instalação portuária E há monitoramento de espécies ou grupo de espécies indicadoras de alterações da qualidade ambiental decorrentes da operação da instalação portuária (uso de bioindicadores).;N3;0,978458281
2290;505;Foi realizada a caracterização da biota OU são utilizados bioindicadores.;N2;0,25785511
2291;505;Não atende a nenhuma das opções anteriores.;N1;0
2293;506;Atende todas as opções listadas.;N5;2,935374843
2294;506;Atende três das opções listadas.;N4;1,691260229
2295;506;Atende duas das opções listadas.;N3;0,928956092
2296;506;Atende uma das opções listadas.;N2;0,268842915
2297;506;Não atende nenhuma das opções listadas.;N1;0
2299;507;Atende todas as opções listadas.;N3;0,978458281
2300;507;Atende duas das opções listadas.;N2;0,356035959
2301;507;Atende uma das opções listadas.;N1;0
